Multi-objective optimization for designing a composite sandwich structure under normal and 45～ impact loadings,"Yuan Chen, Kunkun Fu, Shujuan Hou, Xu Han, Lin Ye, ","Composites Part B: Engineering, Volume 142, 1 June 2018, Pages 159-170, ","With their lightweight character and high energy absorption capacity, composite sandwich structures have attracted increasing attention in the transportation industry. The aim of this work is to present a new approach to investigate and optimize a composite sandwich structure by taking into account both normal and 45～ low-speed impact loadings. First, a finite element model considering elastic-plastic, damage, and failure behaviours of the composites by using continuum damage mechanics is developed and validated by a normal low-speed impact test. Second, dynamic effects of normal and 45～ impacts on energy absorption and failure behaviours of the composite sandwich structures are investigated. Then, a parametric study is performed to systematically understand the influences of core depth and cell thickness on the impact resistance of the sandwich composite structures subjected to both normal and 45～ impacts. In contrast to their metal counterparts, it is interestingly found that absorbed energy generally increases with cell thickness, with a small extent of fluctuation, whereas core depth jumps, and the energy absorption capacity remains almost steady under normal impact but varies irregularly under the 45～ impact. Afterwards, a multi-objective optimization is performed to enhance the energy absorption under both normal and 45～ loadings. The energy absorption capability of the optimal composite sandwich structure can remarkably be improved by 12.447% for normal impact, and 7.9% for 45～ impact. This method provides a new manner and systematic guidance for designing a lightweight composite sandwich structure more practical for engineering application."
"Nations within a nation: variations in epidemiological transition across the states of India, 1990每2016 in the Global Burden of Disease Study","India State-Level Disease Burden Initiative Collaborators, ","The Lancet, Volume 390, Issue 10111, 2每8 December 2017, Pages 2437-2460, ","18% of the world's population lives in India, and many states of India have populations similar to those of large countries. Action to effectively improve population health in India requires availability of reliable and comprehensive state-level estimates of disease burden and risk factors over time. Such comprehensive estimates have not been available so far for all major diseases and risk factors. Thus, we aimed to estimate the disease burden and risk factors in every state of India as part of the Global Burden of Disease (GBD) Study 2016.Using all available data sources, the India State-Level Disease Burden Initiative estimated burden (metrics were deaths, disability-adjusted life-years [DALYs], prevalence, incidence, and life expectancy) from 333 disease conditions and injuries and 84 risk factors for each state of India from 1990 to 2016 as part of GBD 2016. We divided the states of India into four epidemiological transition level (ETL) groups on the basis of the ratio of DALYs from communicable, maternal, neonatal, and nutritional diseases (CMNNDs) to those from non-communicable diseases (NCDs) and injuries combined in 2016. We assessed variations in the burden of diseases and risk factors between ETL state groups and between states to inform a more specific health-system response in the states and for India as a whole.DALYs due to NCDs and injuries exceeded those due to CMNNDs in 2003 for India, but this transition had a range of 24 years for the four ETL state groups. The age-standardised DALY rate dropped by 36﹞2% in India from 1990 to 2016. The numbers of DALYs and DALY rates dropped substantially for most CMNNDs between 1990 and 2016 across all ETL groups, but rates of reduction for CMNNDs were slowest in the low ETL state group. By contrast, numbers of DALYs increased substantially for NCDs in all ETL state groups, and increased significantly for injuries in all ETL state groups except the highest. The all-age prevalence of most leading NCDs increased substantially in India from 1990 to 2016, and a modest decrease was recorded in the age-standardised NCD DALY rates. The major risk factors for NCDs, including high systolic blood pressure, high fasting plasma glucose, high total cholesterol, and high body-mass index, increased from 1990 to 2016, with generally higher levels in higher ETL states; ambient air pollution also increased and was highest in the low ETL group. The incidence rate of the leading causes of injuries also increased from 1990 to 2016. The five leading individual causes of DALYs in India in 2016 were ischaemic heart disease, chronic obstructive pulmonary disease, diarrhoeal diseases, lower respiratory infections, and cerebrovascular disease; and the five leading risk factors for DALYs in 2016 were child and maternal malnutrition, air pollution, dietary risks, high systolic blood pressure, and high fasting plasma glucose. Behind these broad trends many variations existed between the ETL state groups and between states within the ETL groups. Of the ten leading causes of disease burden in India in 2016, five causes had at least a five-times difference between the highest and lowest state-specific DALY rates for individual causes.Per capita disease burden measured as DALY rate has dropped by about a third in India over the past 26 years. However, the magnitude and causes of disease burden and the risk factors vary greatly between the states. The change to dominance of NCDs and injuries over CMNNDs occurred about a quarter century apart in the four ETL state groups. Nevertheless, the burden of some of the leading CMNNDs continues to be very high, especially in the lowest ETL states. This comprehensive mapping of inequalities in disease burden and its causes across the states of India can be a crucial input for more specific health planning for each state as is envisioned by the Government of India's premier think tank, the National Institution for Transforming India, and the National Health Policy 2017.Bill & Melinda Gates Foundation; Indian Council of Medical Research, Department of Health Research, Ministry of Health and Family Welfare, Government of India; and World Bank"
Primary outcomes of the Monitoring in Dialysis Study indicate that clinically significant arrhythmias are common in hemodialysis patients and related to dialytic cycle,"Prabir Roy-Chaudhury, Jim A. Tumlin, Bruce A. Koplan, Alexandru I. Costea, MiD investigators and committees, ","Kidney International, Volume 93, Issue 4, April 2018, Pages 941-951, ","Sudden death is one of the more frequent causes of death for hemodialysis patients, but the underlying mechanisms, contribution of arrhythmia, and associations with serum chemistries or the dialysis procedure are incompletely understood. To study this, implantable loop recorders were utilized for continuous cardiac rhythm monitoring to detect clinically significant arrhythmias including sustained ventricular tachycardia, bradycardia, asystole, or symptomatic arrhythmias in hemodialysis patients over six months. Serum chemistries were tested pre- and post-dialysis at least weekly. Dialysis procedure data were collected at every session. Associations with clinically significant arrhythmias were assessed using negative binomial regression modeling. Sixty-six patients were implanted and 1678 events were recorded in 44 patients. The majority were bradycardias (1461), with 14 episodes of asystole and only one of sustained ventricular tachycardia. Atrial fibrillation, although not defined as clinically significant arrhythmias, was detected in 41% of patients. With thrice-weekly dialysis, the rate was highest during the first dialysis session of the week and was increased during the last 12 hours of each inter-dialytic interval, particularly the long interval. Among serum and dialytic parameters, only higher pre-dialysis serum sodium and dialysate calcium over 2.5 mEq/L were independently associated with clinically significant arrhythmias. Thus, clinically significant arrhythmias are common in hemodialysis patients, and bradycardia and asystole rather than ventricular tachycardia may be key causes of sudden death in hemodialysis patients. Associations with the temporal pattern of dialysis suggest that modification of current dialysis practices could reduce the incidence of sudden death."
Corrigendum to ※Computation of total hemispherical emissivity from directional spectral models§ [Int. J. Heat Mass Transfer 109 (2017) 894每906],"Jonathan L. King, Hangjin Jo, Sudarshan K. Loyalka, Robert V. Tompson, Kumar Sridharan, ","International Journal of Heat and Mass Transfer, Volume 111, August 2017, Page 642, ",
A note on multi-item inventory systems with limited capacity,"Jose A Ventura, Cerry M Klein, ","Operations Research Letters, Volume 7, Issue 2, April 1988, Pages 71-75, ","Functional relationships between the Lagrange multiplier and system parameters for multi-item inventory systems with one restriction are identified and used to establish tight bounds on the optimal multiplier value. A recursive process which rapidly converges to the optimal multiplier is also discussed. Finally, a comparative analysis of the new bounds in relation to existing bounds is presented."
Computation of total hemispherical emissivity from directional spectral models,"Jonathan L. King, Hangjin Jo, Sudarshan K. Loyalka, Robert V. Tompson, Kumar Sridharan, ","International Journal of Heat and Mass Transfer, Volume 109, June 2017, Pages 894-906, ","Kirchoff＊s law and experimentally obtained data and/or theory (such as from Drude＊s model) for optical constants have been used in a modified geometric optics approximation (GOA) to obtain directional spectral emissivity. Then this spectral emissivity is used to obtain the total hemispherical emissivity by integration over direction and spectral range as weighted by the Planck distribution. The computations account for surface dependencies on temperature, composition, and roughness. The computed results for both the spectral directional and the total hemispherical emissivity are compared with the available data for platinum, stainless steel 304, and tungsten surfaces."
Metal catalyst-assisted growth of GaN nanowires on graphene films for flexible photocatalyst applications,"Jun Beom Park, Nam-Jung Kim, Yong-Jin Kim, Sang-Hyup Lee, Gyu-Chul Yi, ","Current Applied Physics, Volume 14, Issue 11, November 2014, Pages 1437-1442, ","We report the growth of high-areal-density GaN nanowires on large-size graphene films using a nickel (Ni) catalyst-assisted vapor-liquid-solid (VLS) method. Before the nanowire growth, the graphene films were prepared on copper foils using hot-wall chemical vapor deposition and transferred onto SiO2/Si substrates. Then, for catalyst-assisted VLS growth, Ni catalyst layers with thickness of a few nanometers were deposited on the graphene-coated substrates using a thermal evaporator. We investigated the effect of the Ni catalyst thickness on the formation of GaN nanowires. Furthermore, the structural and optical characteristics of GaN nanowires were investigated using X-ray diffraction, transmission electron microscopy, and photoluminescence spectroscopy. The GaN nanowires grown on graphene films were transferred onto polymer substrates using a simple lift-off method for applications as flexible photocatalysts. Photocatalysis activities of the GaN nanowires prepared on the flexible polymer substrates were investigated under bending conditions."
Pore size-controlled carbon aerogels for EDLC electrodes in organic electrolytes,"Inchan Yang, Sang-Gil Kim, Soon Hyung Kwon, Jun Hyup Lee, Ji Chul Jung, ","Current Applied Physics, Volume 16, Issue 6, June 2016, Pages 665-672, ","Pore size-controlled carbon aerogels (CA_X) are prepared from two starting materials: resorcinol and formaldehyde. Carbon aerogels with different pore sizes are successfully obtained by simply varying the polymerization time (X) in the polycondensation of resorcinol and formaldehyde. Pore sizes of the carbon aerogels monotonically increase with increasing polymerization time. The pore size of the carbon aerogel plays an important role in determining its electrochemical behavior (i.e., specific capacitance in EDLC) especially at high current density. A sufficiently large pore size in a carbon aerogel is required for easy transport of electrolyte ions, and these types of carbon aerogels provide excellent electrochemical performance as an EDLC electrode. CA_20, which was polymerized for the longest time, have the largest pore size and the largest pore volume. CA_20 exhibit the highest specific capacitance due to facile electrolyte ion transport. As a result, design of carbon aerogels with a sufficiently large pore size while maintaining a high specific surface area is very important for developing carbon aerogels for use in EDLC electrodes. In addition, we propose a schematic reaction pathway for the preparation of carbon aerogels in ambient conditions from resorcinol and formaldehyde using a base catalyst based on the characterization results.Download full-size image"
"A review of theoretical models of adsorption, diffusion, desorption, and reaction of gases on metal surfaces","Stephen J. Lombardo, Alexis T. Bell, ","Surface Science Reports, Volume 13, Issues 1每2, July 1991, Pages 3-72, ","A review is presented of the theoretical approaches available for describing the kinetics of gas adsorption, diffusion, desorption, and reaction on metal surfaces. The prediction of rate and diffusion coefficients based on molecular dynamics, transition-state theory, stochastic diffusion theory, and quantum mechanics is discussed, and the success of these theoretical approaches in representing experimental observation is examined. Consideration is also given to the effects of lateral interactions between adsorbates and to the ability of lattice-gas models to provide a representation of the dependences of rate and diffusion coefficients on adsorbate coverage. Finally, the utility of continuum and Monte Carlo models for describing the kinetics of complex surface processes in terms of elementary processes is addressed."
Design considerations for a pregnancy model for Warfarin,"Walter D. Wosilait, Richard H. Luecke, ","Mathematical and Computer Modelling, Volume 14, 1990, Pages 547-550, ","Pregnancy results not only in altered physiology in the mother, but in the formation of a placenta, the embryo, and the fetus, all of which exhibit progressive changes during pregnancy. The changes between fertilization and delivery of the fetus requires a suitable growth equation with parameters which can describe the growth of the fetus so that the weight or volume can be used at any time to calculate the volume of the organs for use in a physiological flow model. Such models describe the kinetics of distribution of xenobiotics between the mother, the placenta, and the embryo-fetus. Such information, during sensitive periods of development, can be used in the study of teratology."
5: Displacement Interactions Resulting from Competition for Binding Sites on Proteins,"Walter D. Wosilait, Richard H. Luecke, ","Toxic Interactions, 1990, Pages 115-147, ",
Development of 3D Printed Devices to Extract DNA Molecules for Genome Analysis,"Jocelyn Dolphin, Matt Moore, April Maschmann, Kristy Kounovsky-Shafer, ","Biophysical Journal, Volume 110, Issue 3, Supplement 1, 16 February 2016, Page 652a, ",
Unobserved and observed heterogeneity in risk attitudes: Implications for valuing travel time savings and travel time variability,"Zheng Li, ","Transportation Research Part E: Logistics and Transportation Review, Volume 112, April 2018, Pages 12-18, ","In this paper, we incorporate the attitude towards risk into a scheduling model to account for travel time variability, using a choice experiment of car commuters choosing from risky alternatives. The parameters that represent unobserved and observed heterogeneity in risk attitudes are jointly estimated within a non-linear utility framework. The model outputs are compared with the results from the model under the assumption of risk attitude homogeneity and we find differences in the willingness to pay for time savings and reduced travel time variability. These findings illustrate that risk attitude heterogeneity plays a role in choice behaviour."
Study on Optimization of Particular and Multi-Variable Structures by Wavelet Analysis,"Liang Liu, Yuyi Zhai, Hui Lin, ","Advances in Steel Structures (ICASS '99), Volume II, 1999, Pages 1089-1097, ","This chapter examines the optimization of particular and multivariable structures by Wavelet Analysis (WA). The infinitely differentiable function is either smooth or is not singular. In signal analysis, singular signals often carry important information, and the signals at sudden changed positions are called singular points of signals. The sudden change signal can be divided into: edge-jump changes and sudden changes of peak values. At the edge-jump change, there are maximum values for the antisymmetric WT, but the symmetric WT produces a crossing-zero point. For optimizations, the feasible ranges formed by constraint functions of optimization problems always exist for many points where the first derivation of function does not exist or the function is discontinuous. If the problem of structural optimization is Linear Programming (LP) when the weight of a structure is taken as an objective function, its optimal solutions (including local optimal solutions) are generally at the singular points. In Nonlinear programming (NLP), if global optimization is to be searched, the initial iteration point is selected, which may influence calculation speed and precision of the final results."
Phosphorothioate modification of the TLR9 ligand CpG ODN inhibits poly(I:C)-induced apoptosis of hepatocellular carcinoma by entry blockade,"Yuyi Zhang, Ang Lin, Qiangjun Sui, Cai Zhang, Jian Zhang, ","Cancer Letters, Volume 355, Issue 1, 1 December 2014, Pages 76-84, ","Toll-like receptors (TLRs) play a crucial role in the innate immune response and subsequent induction of adaptive immune responses. Recently, it has been noted that TLRs on tumor cells are involved in tumor development, and several TLR agonists, such as the TLR3 agonist poly(I:C) and the TLR9 agonist CpG ODN, are being developed as vaccine adjuvants and cancer immunotherapeutics. In this study, we investigated whether combining poly(I:C) with a TLR9 agonist CpG ODN would result in a stronger anti-tumor effect on hepatocellular carcinoma cells (HCCs). Surprisingly, we found that simultaneous transfection of poly(I:C) and ODN M362 exhibited a lower pro-apoptotic effect on HCCs than transfection with poly(I:C) alone. Simultaneous co-transfection was accompanied by down-regulation of poly(I:C)-related innate receptors, pro-inflammatory cytokines and apoptotic genes induced by poly(I:C), indicating that ODN M362 blocked the activation of poly(I:C)-triggered intrinsic immune responses and cellular apoptosis. Further studies indicated that these effects were partly due to the phosphorothioate-modification of CpG ODN, which blocked the entry of poly(I:C) into tumor cells. This entry blockade was avoided by administering poly(I:C) after CpG ODN. Moreover, poly(I:C)-mediated pro-apoptotic effects were enhanced in vitro and in vivo by pre-treating HCC cells with CpG ODN. Our findings thus suggest that when combining poly(I:C) and CpG ODN for cancer therapy, these agents should be used in an alternating rather than simultaneous manner to avoid the blocking effect of phosphorothioate-modified TLR9 ligands."
Risk Analysis on Domino Effect Caused by Pool Fire in Petroliferous Tank Farm,"Fu-zhen Chen, Ming-guang Zhang, Jian Song, Feng Zheng, ","Procedia Engineering, Volume 211, 2018, Pages 46-54, ","In the storage areas of petrochemical industry, the stored materials are flammable and explosive, and the layout of the tank farm is relatively tight that may lead to fire, explosion and even the domino accident. To analyze the domino effect of pool fire in tank farm, the Bayesian network is introduced and the coupling effects are taken into account. Based on the above theory, the domino effect propagation patterns and the occurrence probability of the domino accident at the first level and second level in a specific 2*2 tank farm are obtained. The posterior probabilities after considering new information are calculated by Netica software. And the minimum safety distance between the tanks is set to 31.17m. The results show that when there is only one tank occurs pool fire, the tank that far away is almost unaffected; correspondingly, when there are multiple thermal radiation fields, the occurrence possibility of domino accident has increased and the maximum escalation probability is 0.3632. Among them, when a pool fire occurs in tank farm, the adjacent tanks should be cooled to prevent the domino accident during rescue."
Structured inter-network collaboration: Public participation in tourism planning in Southern China,"Dan Lin, David Simmons, ","Tourism Management, Volume 63, December 2017, Pages 315-328, ","Public participation is considered a cornerstone of sustainable tourism planning. Although this process is well established and tested in western democracies, there is an emerging trend of developing it within the liberalizing Chinese tourism economy. Using a qualitative research strategy, this paper applies the theoretical construction of community participation in tourism planning to the analysis of the planning process of a tourism destination in Jiao Chang Wei, Shenzhen, China. The paper finds that: 1) public participation has played a significant role in the formulation and implementation of the tourism destination plan in the case study area. 2) Structuralized inter-network collaboration led-by government organized non-governmental organizations has the potential to become dominant paradigm of public participation in tourism planning in China in the future. The paper concludes with the contributions of this research to wider theory."
Automated inspection of circular parts,"Jose A. Ventura, C. Alec Chang, Cerry M. Klein, ","Computers & Industrial Engineering, Volume 15, Issues 1每4, 1988, Pages 349-354, ","Automated vision inspection systems are the most versatile non-contact inspection systems. They are fast, compact, and remarkably accurate, thereby making 100% on-line inspection possible in modern manufacturing systems.Roundness in one of the basic geometric elements in engineering design and manufacturing. As a result its inspection is an important part of the inspection of many industrial parts.This paper discusses least-squares and minimax mathematical models and algorithms to determine the out-of-roundness error in automated roundness inspection. These errors are measured with respect to an ideal circle of specified radius."
Surveillance in eradication and elimination of infectious diseases: A progression through the years,"David L. Heymann, Larry Brilliant, ","Vaccine, Volume 29, Supplement 4, 30 December 2011, Pages d141-d144, ","During the years since certification of smallpox eradication, the power of infectious disease surveillance has been greatly increased by new biotechnical and electronic technologies. These technologies have transformed the way that surveillance can be used to contribute to public health, and to infectious disease eradication and elimination. In addition to permitting precise geographical placement of infections by incorporating the most up to date geographical positioning systems, infectious disease surveillance can now also provide more comprehensive understanding of the spread and risks of infections because of genomic sequencing that leads to more meaningful epidemiological analysis. These new technologies have made infectious disease surveillance an even more powerful and timely tool than it was during the period of smallpox eradication. Future surveillance will continue to refine these technologies, and adapt newer ones such as rapid point of care diagnostics and hand held communication devices that will lead to more timely and accurate reporting from health facilities. These technologies will also lead to the possibility of direct participation in surveillance by individuals who will be able to report their own disease syndromes, those of their neighbors, or those of domestic and wild animals at the animal/human interface."
Contributors,"Sameeh M. Abutarbush, Helen Aceto, Verena K. Affolter, Valeria Albanese, Stavros Yiannikouris, ","Robinson's Current Therapy in Equine Medicine (Seventh Edition), 2015, Pages v-xvii, ",
Fabrication of multiple hierarchical heterojunction Ag@AgBr/BiPO4/r-GO with enhanced visible-light-driven photocatalytic activities towards dye degradation,"Kai Ding, Dan Yu, Wei Wang, Pin Gao, Baojiang Liu, ","Applied Surface Science, Volume 445, 1 July 2018, Pages 39-49, ","Novel hierarchical Z-scheme photocatalyst Ag@AgBr/BiPO4/r-GO was synthesized by in situ deposition of AgBr onto the surface of BiPO4/r-GO precursor and followed by photo-reduction of AgBr into Ag@AgBr. The as-synthesized photocatalyst was characterized with X-ray diffraction (XRD), X-ray photoelectron spectroscopy (XPS), field emission scanning electron microscopy (FE-SEM), transmission electron microscopy (TEM), energy dispersive spectrometry (EDS), UV每vis diffuse reflectance spectroscopy (DRS) and infrared spectroscopy (IR). The photocatalytic activity of the Ag@AgBr/BiPO4/r-GO was evaluated by degrading reactive blue 19 (RB-19) under visible-light irradiation. The results showed that Ag@AgBr/BiPO4/r-GO composite exhibited much better photocatalytic performance than BiPO4 and Ag@AgBr/BiPO4 due to the efficient visible-light utilization. The construction of Z-scheme kept the photo-generated electrons and holes having high reduction and oxidation capabilities. Ag nanoparticles and r-GO acted as the electron mediators to form the charge transmission bridge for the AgBr/BiPO4 heterojunction, promoting the efficient separation of photo-induced electron-hole pairs and inhibiting the electron-hole recombination. Finally, a possible photocatalytic mechanism for the degradation of RB-19 by Ag@AgBr/BiPO4/r-GO was proposed based on the free radical and hole scavenging experiments.Download high-res image (210KB)Download full-size image"
TESTOSTERONE 5汐-REDUCTASE AND THE ACCUMULATION OF DIHYDROTESTOSTERONE IN BENIGN PROSTATIC HYPERPLASIA,"R. A. COWAN, B. COOK, SHEILA K. COWAN, J. K. GRANT, A. M. WALLACE, ","Hormonal Steroids, 1979, Pages 609-613, ","Human benign hyperplastic prostate was separated mechanically into epithelial and stromal components. The recovery and relative enrichment of these separated tissues was assessed with biochemical markers. Testosterone 5汐-reductase showed a predominantly stromal location, but the distribution of endogenous 5汐-dihydrotestosterone (DHT) did not parallel that of the reductase. The concentration of steroid was greater in the epithelial fraction although substantial amounts were associated with the stromal preparation. In subcellular fractions of whole homogenate, DHT showed greatest affinity for the microsomal fraction."
A Lagrangian relaxation technique for certain inventory models,"Jose A. Ventura, Cerry M. Klein, ","Computers & Industrial Engineering, Volume 17, Issues 1每4, 1989, Pages 436-440, ",This paper examines the n-item deterministic inventory model with one linear capacity constraint. An algorithm to compute the optimal Lagrange multiplier of the capacity constraint is presented. The results of a computational analysis conducted to test the performance of the algorithm are also included.
Isolated congenital pulmonary valvular insufficiency,"Felix M. Cortes, William J. Jacoby, ","The American Journal of Cardiology, Volume 10, Issue 2, August 1962, Pages 287-290, ","An asymptomatic 17 year old patient had isolated pulmonary valvular insufficiency proved by cardiac catheterization. The hemodynamic changes observed are considered significant, despite the absence of cardiac symptoms. It is demonstrated that this lesion is not entirely benign."
Aneurysmal bone cysts of the spine,"Vijay K. Gupta, Sunil K. Gupta, Virinder K. Khosla, Rakesh K. Vashisth, Vijay K. Kak, ","Surgical Neurology, Volume 42, Issue 5, November 1994, Pages 428-432, ","Aneurysmal bone cysts are uncommon bony lesions of the spine. Two such patients are reported in the study. The first patient had involvement of first and second thoracic vertebrae, and a preoperative diagnosis was made possible due to the typical magnetic resonance imaging appearances. A total removal was achieved in two stages. In the second patient the C2 spinous process was involved, and this patient presented as atantoaxial dislocation. Removal of the abnormal tissue and posterior fusion was done. Both the patients showed neurologic improvement. The relevant literature is reviewed."
The management of naso-lacrimal duct (NLD) injury in nasorbital-ethmoidal (NOE) fracture: a cross-specialty consultant survey,"William Christopher Harrison, Barry O＊Regan, Girish Bharadwaj, ","British Journal of Oral and Maxillofacial Surgery, Volume 51, Issue 6, September 2013, Page e108, ",
A Dynamic Organic Structuring-Directing Agent for Pure-Silica-Zeolite AST and LTA Syntheses,"Minwei SUN, Heather K. HUNT, Christopher M. LEW, Rui CAI, Yushan YAN, ","Chinese Journal of Catalysis, Volume 33, Issue 1, January 2012, Pages 85-91, ","Pure-silica-zeolite (PSZ) AST and LTA are synthesized successfully by using the same structure-directing agent (SDA) molecule, but at different concentrations. A dynamic organic SDA is proposed to discuss the mechanism of phase discrimination between AST and LTA. Data suggest that the SDA molecules can self-assemble into dimer or trimer complexes at different concentrations by 羽-羽 interactions, and these differences can be taken advantage of to selectively synthesize either PSZ AST or LTA. These deviations from the Liebau's rules indicate that small changes in SDA chemistry, structure, and order in solution can have a great impact on the structure selectivity of the zeolite synthesis.This research illustrates that a dynamic organic template can structure-direct a pure silica synthesis gel into two different framework structures, LTA and AST, and the possible mechanism is discussed."
1-Methylguanosine in Place of Y Base at Position 37 in Phenylalanine tRNA Is Responsible for Its Shiftiness in Retroviral Ribosomal Frameshifting,"Bradley A. Carlson, J. Frederic Mushinski, Darren W. Henderson, So Yeon Kwon, Dolph L. Hatfield, ","Virology, Volume 279, Issue 1, 5 January 2001, Pages 130-135, ","Many mammalian retroviruses express their protease and polymerase by ribosomal frameshifting. It was originally proposed that a specialized shifty tRNA promotes the frameshift event. We previously observed that phenylalanine tRNAPhe lacking the highly modified wybutoxosine (Y) base on the 3∩ side of its anticodon stimulated frameshifting, demonstrating that this tRNA is shifty. We now report the shifty tRNAPhe contains 1-methylguanosine (m1G) in place of Y and that the m1G form from rabbit reticulocytes stimulates frameshifting more efficiently than its m1G-containing counterpart from mouse neuroblastoma cells. The latter tRNA contains unmodified C and G nucleosides at positions 32 and 34, respectively, while the former tRNA contains the analogous 2∩-O-methylated nucleosides at these positions. The data suggest that not only does the loss of a highly modified base from the 3∩ side of the anticodon render tRNAPhe shifty, but the modification status of the entire anticodon loop contributes to the degree of shiftiness. Possible biological consequences of these findings are discussed."
"Circuits, networks, and power systems: A fuzzy network model","Cerry M. Klein, Jose A. Ventura, ","Mathematical and Computer Modelling, Volume 14, 1990, Pages 336-339, ","Many problems can be modeled by networks. However, due to the imprecise nature of much of the information decision makers have available it is sometimes difficult to determine a ※best§ approach to the problem. To help alleviate this exigency, a network model that combines both precise and nonprecise information is presented."
Winding orientation optimization design of composite tubes based on quasi-static and dynamic experiments,"Zheyi Zhang, Shujuan Hou, Qiming Liu, Xu Han, ","Thin-Walled Structures, Volume 127, June 2018, Pages 425-433, ","Compared with traditional metal materials, composite materials can be better designed by changing layup condition or ply orientation to meet performance requirements. In this study, influences of stacking sequence and fiber orientation of glass fiber reinforced polymer (GFRP) circular tube on energy absorption performance were evaluated by axial quasi-static compression, drop weight tests and numerical simulation. Optimal ply angle and layup condition of composite tubes were obtained based on the finite element modeling and regression analysis. The optimization design result was validated by experiments. Drop weight tests results were analyzed and compared with quasi-static experimental results. Experimental and numerical results illustrate that proper increase of axial layups can improve the specific energy absorption of composite tubes."
Direct simulation Monte Carlo aerosol dynamics: Collisional sampling algorithms,"Geethpriya Palaniswaamy, Sudarshan K. Loyalka, ","Annals of Nuclear Energy, Volume 34, Issues 1每2, January 2007, Pages 13-21, ","The computation of nuclear aerosol evolution is complicated, and a study of the direct simulation Monte Carlo (DSMC) technique to elucidate the role of various physical phenomena that influence the evolution has been undertaken. In our previous works, we explored important new directions by including most coagulation mechanisms like Brownian, gravitational, turbulence, and reduced the computation time using the Metropolis sampling algorithm for collisional sampling. In this paper, we further explore other sampling algorithms 每 the no time counter (NTC) and modified direct sampling algorithms. A comparison study on the four sampling algorithms 每 direct, the Metropolis, the NTC and modified direct sampling algorithms has been made and the results are discussed in this work. From the results, we are able to conclude that the Metropolis sampling algorithm can be used for the simulations as it provides more accurate results and is also time efficient in comparison to the NTC and modified direct sampling algorithms."
Design and Rationale of the Intima-Medial Thickness Sub-Study of the PreventIon of CArdiovascular Events in iSchemic Stroke Patients with High Risk of Cerebral hemOrrhage (PICASSO-IMT) Study,"Woo-Keun Seo, Yong Jae Kim, Juneyoung Lee, Sun U. Kwon, PICASSO Investigators, ","Journal of Stroke and Cerebrovascular Diseases, Volume 26, Issue 9, September 2017, Pages 1892-1898, ","Atherosclerosis is one of the main mechanisms of stroke and cardiovascular diseases and is associated with increased risk of recurrent stroke and cardiovascular events. Intima-medial thickness (IMT) is a well-known surrogate marker of atherosclerosis and has been used to predict stroke and cardiovascular events. However, the clinical significance of IMT and IMT change in stroke has not been investigated in well-designed studies. The PreventIon of CArdiovascular events in iSchemic Stroke patients with high risk of cerebral hemOrrhage〞Intima-Media Thickness (PICASSO-IMT) sub-study is designed to investigate the effects of cilostazol, probucol, or both on IMT in patients with stroke.PICASSO-IMT is a prospective sub-study of the PICASSO study designed to measure IMT and plaque score at 1, 13, 25, 37, and 49 months after randomization.The primary outcome is the change in mean carotid IMT, which is defined as the mean of the far-wall IMTs of the right and left common carotid arteries, between baseline and 13 months after randomization.PICASSO-IMT will provide the largest IMT data set in a stroke population and will provide valuable information about the clinical significance of IMT in patients with ischemic stroke."
Evaluation of pigment location in tinted soft contact lenses,"Ji Won Jung, Sun Hyup Han, Sang ah Kim, Eung Kweon Kim, Tae-im Kim, ","Contact Lens and Anterior Eye, Volume 39, Issue 3, June 2016, Pages 210-216, ","The purpose of this study was to investigate efficient methods to evaluate the pigment layer location of tinted soft contact lenses and to assess various lens products on the market using those methods.Two types of tinted soft contact lenses with known pigment location embedded or back surface were manufactured and examined. Light microscopy (LM), focused ion beam milling and scanning electron microscopy (FIB-SEM), and Fourier-domain optical coherence tomography (FD-OCT) were used to examine the pigment layer. Lens surface roughness was also measured using atomic force microscopy. In the second part of the experiment, pigment location and surface roughness of a clear lens (Lens A) and eight commercially-available tinted soft contact lenses (Lens B-I) were evaluated using FIB-SEM and FD-OCT.Pigment location could be reliably determined with FIB-SEM and FD-OCT. With LM, 40% of the lens sections were broken or deformed during slide preparation. The pigment particles in Lens B were buried below the front surface and there were no significant differences of roughness between the front and back surfaces. However, all tinted lenses with surface pigment had significant difference of roughness between front and back surfaces at the pigmented area.The FIB-SEM and FD-OCT could reliably locate the pigment layer of tinted soft contact lenses. In addition, lens surface roughness was influenced by pigment layer location."
The role of thermal and transport properties on the binder burnout of injection-molded ceramic components,"Alan C. West, Stephen J. Lombardo, ","Chemical Engineering Journal, Volume 71, Issue 3, 18 December 1998, Pages 243-252, ","A mathematical model is developed for describing the decomposition and removal of binder from ceramic components formed by injection molding. The model takes into account heat transfer by conduction within the ceramic body, mass transfer by convective flow of gas products, and an Arrhenius dependence of the decomposition rate. The model is solved numerically to determine the spatial and temporal evolution of temperature, reaction rate, concentration, porosity, and pressure. The influences of the thermal and transport properties on the distribution of binder and on the buildup of pressure within the body are examined. When small temperature gradients exist across the body, the binder is removed homogenously, whereas when large temperature gradients are present, the binder is removed as a receding planar front."
